Wild Fall Chinook,Hatchery Fall Chinook,Hatchery Winter Steelhead,Wild Coho,Wild Late Coho,Hatchery Coho,Hatchery Late Coho,Wild Chum,Unknown Chum
214,229,002,254,002,253,001,294,295
225,234,002,256,002,255,001,294,295
227,234,002,256,002,256,001,294,296
229,235,002,256,002,256,001,294,297
232,237,002,256,002,258,001,294,297
233,238,002,257,002,258,001,294,298
234,239,002,258,002,258,001,294,298
234,240,002,260,002,259,002,294,298
237,240,002,260,002,259,002,294,298
240,241,002,262,002,260,002,294,298
241,241,002,263,002,260,002,294,298
241,242,002,263,002,260,002,294,298
242,243,002,264,002,261,002,294,298
243,243,002,264,002,262,002,294,299
244,244,002,264,002,262,002,294,299
245,244,002,264,002,262,002,294,299
245,245,002,264,002,262,002,294,299
245,245,002,264,002,263,002,294,299
246,245,002,264,002,263,002,294,299
246,245,002,265,002,263,002,294,299
246,245,002,265,002,263,002,294,299
246,245,002,265,002,263,002,294,299
246,245,002,265,002,263,002,294,300
246,245,002,265,002,264,002,294,300
247,246,002,265,002,264,002,294,300
247,246,002,265,002,264,002,294,300
247,246,002,265,002,264,002,294,300
247,246,002,265,002,264,002,294,300
248,247,002,265,002,264,002,294,300
248,247,002,265,002,264,002,294,300
248,247,002,267,002,264,002,294,303
248,248,002,267,002,265,002,294,303
248,248,002,268,002,265,002,294,303
248,248,002,268,002,265,002,294,303
248,248,002,268,002,265,002,294,303
248,248,002,268,002,265,002,294,303
248,248,002,268,002,265,002,295,303
249,248,002,268,002,265,002,295,303
249,248,002,268,002,265,002,295,303
250,248,002,268,002,265,002,295,303
250,248,002,268,002,265,002,295,303
250,248,002,268,002,265,002,295,303
250,248,002,268,002,265,002,295,303
251,248,002,269,002,265,002,295,303
252,248,002,269,002,265,002,295,303
252,248,002,269,002,265,002,295,304
252,249,002,269,002,265,002,295,304
252,249,002,269,002,265,002,295,304
252,250,002,269,002,265,002,295,304
252,250,002,269,002,265,002,295,304
252,250,002,269,002,265,002,295,304
253,250,002,269,002,265,002,295,304
253,250,002,269,002,265,002,295,304
253,250,002,269,002,265,002,295,304
253,250,002,269,002,265,002,295,304
253,250,002,269,002,265,002,295,304
254,251,002,270,002,265,002,295,304
254,251,002,270,002,265,002,295,304
254,251,002,270,002,265,002,295,304
254,252,002,270,002,265,002,295,304
254,252,002,270,002,265,002,295,304
254,252,002,270,004,265,002,296,304
254,252,002,270,004,265,002,296,304
254,252,002,270,004,265,002,296,304
254,253,002,270,004,265,002,296,304
254,253,002,270,004,265,002,296,304
254,253,002,270,004,265,002,297,304
254,253,002,270,004,265,002,297,304
255,253,002,270,004,265,002,297,304
255,253,002,270,004,265,002,297,304
255,253,002,270,004,265,002,297,304
255,253,002,270,004,265,002,297,304
256,253,002,270,004,265,002,297,304
256,253,002,271,004,265,002,297,304
256,253,002,271,004,266,002,297,304
256,253,002,272,004,266,002,297,305
256,253,002,272,004,266,002,297,305
256,253,002,272,004,266,002,297,305
257,254,002,272,004,266,002,297,305
257,254,002,272,004,266,002,297,305
258,254,002,272,004,266,002,297,305
258,254,002,272,004,266,002,297,305
258,254,002,272,004,266,002,297,305
259,254,002,272,004,266,002,297,305
260,254,002,272,004,266,002,297,305
260,254,002,272,004,266,002,297,305
260,254,002,273,004,266,002,297,305
260,254,002,273,004,266,002,297,305
260,254,002,273,004,266,002,297,305
260,254,002,273,004,266,002,297,305
260,254,002,274,004,266,002,297,305
260,254,002,274,004,266,002,297,305
260,254,002,274,004,267,002,297,305
260,254,002,274,004,267,002,297,305
260,254,002,274,004,267,002,297,305
260,255,002,274,004,267,002,297,305
260,255,002,274,004,267,002,297,305
260,255,002,274,004,267,002,297,305
260,255,002,274,004,267,002,297,305
260,255,002,274,004,267,002,297,305
260,255,002,274,004,267,002,297,305
260,255,002,274,004,267,002,297,305
260,255,002,274,004,267,002,297,305
261,255,002,274,004,267,002,297,305
261,255,002,274,004,267,002,297,305
261,255,002,274,004,267,002,297,305
262,255,002,274,004,267,002,297,305
262,256,002,274,004,267,002,297,305
262,256,002,274,004,267,002,297,305
262,256,002,274,004,267,002,297,305
262,256,002,274,004,267,002,297,305
262,256,002,274,004,267,002,297,305
262,256,002,274,004,267,002,297,305
262,256,002,274,004,267,002,297,305
262,256,002,274,004,267,002,297,305
262,256,002,277,004,267,002,297,305
262,256,002,277,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
263,256,002,278,004,267,002,297,305
264,256,002,278,004,267,002,297,305
264,256,002,278,004,267,002,297,305
264,256,002,278,004,267,002,297,305
264,256,002,278,005,267,002,297,305
264,256,002,278,005,267,002,297,305
264,256,002,278,005,267,002,297,305
264,256,002,278,005,267,002,297,305
264,256,002,278,005,267,002,297,305
264,257,002,278,005,267,002,297,305
264,257,002,278,005,267,002,297,305
264,257,002,278,005,267,002,297,305
264,257,002,278,005,267,002,297,305
264,258,002,278,005,267,002,297,305
264,258,002,278,005,267,002,297,305
264,258,003,278,005,267,002,297,305
265,258,003,278,005,267,002,297,305
265,258,003,278,005,267,002,297,305
265,258,003,278,005,267,002,297,305
265,258,003,278,005,267,002,297,305
265,258,003,278,005,267,002,297,305
265,258,003,278,005,267,002,297,305
265,258,003,278,005,267,002,297,305
265,258,003,278,005,267,002,299,305
265,258,003,278,005,267,002,299,305
265,258,003,278,005,267,002,299,305
265,258,003,278,005,267,002,299,305
265,258,003,278,005,267,002,299,305
265,258,003,278,005,267,002,299,305
265,259,003,278,005,267,002,299,305
265,259,003,278,005,267,002,299,305
265,259,003,278,005,267,002,299,305
266,259,003,278,005,267,002,299,305
266,259,003,278,005,267,002,299,305
266,259,003,278,005,267,002,299,305
266,259,003,278,005,267,002,299,305
266,259,003,279,005,267,002,299,305
266,259,003,279,005,267,002,299,305
266,259,003,279,005,267,002,299,305
266,259,003,279,005,267,002,299,306
266,259,003,281,005,267,002,299,306
266,259,003,281,005,267,003,299,306
266,259,003,281,006,267,003,299,306
266,259,003,282,006,267,003,299,307
266,259,003,282,006,267,003,299,307
266,259,003,282,006,267,003,299,307
266,259,003,282,006,267,003,299,307
266,259,003,285,006,267,003,300,307
267,259,003,285,006,267,003,300,307
267,259,003,285,006,267,003,300,307
267,259,003,285,006,267,003,300,307
267,259,003,285,006,267,003,300,307
267,259,003,285,006,267,003,300,307
267,259,003,285,006,267,003,300,307
268,259,003,285,006,267,003,300,307
268,259,003,285,006,268,003,300,308
269,260,003,285,006,268,003,300,308
269,260,003,285,006,268,003,300,308
269,260,003,285,006,268,003,300,308
269,260,003,285,006,268,003,300,308
269,260,003,285,012,268,003,300,308
269,260,003,285,012,268,003,300,308
269,260,003,285,012,268,003,301,309
269,260,003,285,012,268,003,301,309
269,260,003,286,012,268,003,301,309
269,260,003,286,012,269,003,301,309
269,260,003,286,012,269,003,301,309
269,260,003,286,012,269,003,301,309
269,260,003,286,012,269,003,301,309
269,260,003,286,012,269,003,301,309
269,260,003,286,012,269,003,301,309
269,260,004,286,012,269,003,301,309
269,260,004,286,013,269,003,301,309
269,260,004,286,013,269,003,301,309
269,260,004,286,013,269,003,301,309
269,260,004,286,013,269,003,301,309
269,260,004,286,013,269,003,301,309
269,260,004,286,013,269,003,301,309
269,260,004,286,013,269,003,301,309
269,260,004,286,013,269,003,301,309
269,260,004,286,013,269,003,301,309
269,260,004,287,013,269,003,302,309
269,260,004,287,013,269,003,302,309
269,260,004,287,013,269,003,302,309
269,260,004,287,013,269,003,302,309
269,260,004,287,013,269,003,302,309
269,260,004,287,013,269,003,302,309
269,260,004,287,013,269,003,302,309
269,260,004,287,013,269,003,302,309
269,260,004,287,013,269,003,302,309
269,260,004,287,013,269,003,302,309
269,260,004,287,013,269,003,302,310
269,260,004,287,013,269,003,302,310
269,260,004,287,013,269,003,302,310
269,260,004,288,013,269,003,302,310
269,260,004,288,013,269,003,302,310
269,260,004,288,013,269,003,302,310
269,260,004,288,013,269,003,302,310
269,260,004,288,013,269,003,302,310
269,260,004,288,013,269,003,302,310
269,260,004,288,013,269,003,302,310
269,260,004,288,013,269,003,302,310
270,260,004,288,013,269,003,302,310
270,260,004,288,013,269,003,302,310
270,260,004,288,013,269,003,302,310
270,260,004,288,013,269,003,302,310
270,260,004,288,013,269,003,302,310
271,261,004,288,013,269,003,302,310
271,261,004,288,013,269,003,302,311
271,261,004,288,013,269,003,302,311
272,261,004,288,013,269,004,302,311
272,261,004,291,013,269,004,302,311
272,261,004,291,013,269,004,302,311
272,261,004,292,013,269,004,302,311
272,262,004,292,013,269,004,302,311
272,262,004,293,013,269,004,302,311
272,262,004,293,013,270,004,302,311
272,262,004,293,013,270,004,302,311
272,262,004,293,013,270,004,302,311
272,262,004,293,013,270,004,302,311
272,262,004,295,014,270,004,302,311
272,262,004,295,014,270,004,302,311
272,262,004,295,014,270,004,302,311
272,262,004,295,014,270,004,302,311
272,262,004,295,014,270,004,302,311
272,262,004,295,014,270,004,302,311
272,262,004,295,015,270,004,302,311
272,262,004,295,015,270,004,302,311
272,262,004,295,015,270,004,302,311
272,262,004,295,015,270,004,302,311
272,262,004,295,015,270,004,302,311
