Wild Summer Chinook,Hatchery Spring Chinook,Hatchery Summer Chinook,Wild Winter Steelhead,Hatchery Summer Steelhead,Wild Coho,Hatchery Summer Coho,Hatchery Coho
259,188,230,022,286,343,257,322
259,188,230,022,286,343,257,322
259,188,230,022,286,343,257,322
259,188,231,022,286,343,257,322
259,188,232,022,286,343,257,322
259,188,232,022,286,343,257,322
259,188,232,022,286,343,258,322
259,188,232,022,286,343,258,322
259,188,233,022,287,343,258,322
260,188,233,022,287,343,258,322
260,188,233,022,287,343,258,322
260,188,234,022,287,343,258,322
262,188,234,022,287,343,258,322
262,188,234,022,287,343,259,322
262,188,234,022,287,343,259,322
262,188,235,022,287,343,259,322
262,188,235,022,287,343,259,322
262,188,235,022,288,343,259,322
262,188,235,022,288,343,259,322
262,188,235,022,288,343,259,322
262,188,236,023,288,343,259,322
262,188,236,023,288,343,259,322
262,188,236,023,288,343,259,322
262,188,237,023,288,343,259,322
262,188,237,023,290,343,259,322
262,188,239,023,290,343,259,322
262,188,239,023,290,343,259,322
262,188,239,023,290,343,259,322
262,188,239,023,290,343,259,322
262,188,239,023,290,343,259,322
262,188,240,023,290,343,259,322
262,188,240,023,290,343,259,322
262,188,240,023,290,343,259,322
262,188,241,023,290,343,259,322
262,189,241,023,290,343,259,322
262,189,242,023,290,343,259,323
262,189,242,023,290,343,259,323
266,189,242,023,291,343,259,323
266,189,242,023,291,343,259,323
266,189,242,023,291,343,259,323
266,189,242,023,291,343,259,323
266,190,242,023,291,343,259,323
266,190,242,023,291,343,259,323
266,190,242,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,243,023,291,343,259,323
266,190,244,023,291,343,259,323
266,190,244,023,291,343,259,323
266,190,244,023,291,343,259,323
266,190,244,023,291,343,259,323
266,190,244,023,291,345,259,323
266,190,244,023,291,345,259,323
266,190,244,023,291,345,259,323
266,190,244,023,291,345,259,323
266,190,244,023,292,345,259,323
266,190,244,023,292,345,259,323
266,190,244,023,292,345,259,323
266,190,244,023,292,345,259,323
266,190,244,023,292,345,259,323
266,190,245,023,292,345,259,323
266,190,245,023,292,345,259,323
266,190,245,023,292,345,259,323
266,190,245,023,292,345,259,323
266,190,245,023,292,346,259,323
266,190,245,023,292,346,259,323
266,190,245,023,292,346,259,323
266,190,245,023,292,346,259,323
266,190,246,023,292,346,259,323
266,190,246,023,292,346,259,323
266,190,247,023,292,346,259,323
266,190,247,023,292,346,259,323
266,190,247,023,292,346,259,323
266,190,248,023,292,346,259,323
266,190,248,023,292,346,259,323
266,190,248,023,292,346,259,323
266,191,248,023,292,346,259,323
266,191,248,023,292,346,259,323
266,191,248,024,292,346,259,323
266,191,248,024,292,346,259,323
266,191,248,024,292,346,259,323
266,191,248,024,292,346,259,323
266,191,250,024,292,346,259,323
266,191,250,024,292,346,259,323
266,191,250,024,295,346,259,323
266,191,250,024,295,346,259,323
266,191,250,024,295,346,259,323
266,191,250,024,295,346,260,323
266,191,250,024,295,346,260,323
266,191,250,024,295,346,260,323
266,191,250,024,295,346,260,323
266,191,250,024,295,346,260,323
266,191,250,024,295,346,260,323
266,191,250,024,295,346,260,323
266,191,250,024,295,346,260,323
266,191,250,024,295,346,260,323
266,191,250,024,295,346,260,323
266,191,250,024,295,347,260,323
266,191,250,024,295,347,260,323
266,191,250,024,295,348,260,323
266,191,250,024,295,348,260,323
266,191,251,024,295,348,260,323
266,191,251,024,296,348,260,323
266,192,251,024,296,348,260,323
266,192,251,024,296,348,260,324
266,192,251,024,296,348,260,324
266,192,251,024,296,348,260,324
266,192,251,024,296,348,260,324
266,192,251,024,296,348,260,324
266,192,251,024,296,349,260,324
266,193,251,024,296,349,260,324
266,193,253,024,296,349,260,324
266,193,253,024,296,349,260,324
266,193,253,024,296,349,260,324
267,195,253,024,296,349,260,324
267,197,253,024,296,349,260,324
267,197,253,025,296,349,260,324
269,197,253,025,296,349,260,324
269,197,253,025,296,349,260,324
269,198,253,025,296,349,260,324
269,198,253,025,296,349,260,324
269,198,253,025,296,349,260,324
269,198,254,025,296,349,260,324
269,198,254,025,296,349,260,324
269,198,254,025,296,349,260,324
269,198,254,025,296,349,260,324
269,198,254,025,296,349,260,324
269,198,254,025,296,349,260,324
269,198,254,025,296,349,260,324
269,198,254,025,296,349,260,324
269,199,254,025,296,349,260,324
269,199,254,025,296,349,260,324
269,199,254,025,296,349,260,324
269,203,254,025,296,349,260,324
269,203,254,025,296,349,260,324
270,204,255,025,296,349,260,324
270,204,255,025,296,349,260,324
270,204,255,025,296,349,260,324
270,207,256,025,296,349,260,324
270,207,256,025,296,349,260,324
270,207,256,025,296,349,260,324
270,207,256,025,296,349,260,324
270,207,258,025,296,349,260,324
270,208,258,025,296,349,260,324
270,210,258,025,296,349,260,324
270,210,258,025,296,349,260,324
270,210,259,025,296,349,260,324
270,210,259,025,297,349,260,324
270,211,259,025,297,349,260,324
270,211,259,025,297,349,261,324
270,212,259,025,297,349,261,324
270,212,259,025,297,349,261,324
270,212,259,025,297,349,261,324
270,212,259,025,297,349,261,324
270,212,259,025,297,349,261,324
270,212,259,025,298,349,261,324
270,212,259,025,298,349,261,324
270,212,259,025,298,349,261,324
270,213,259,025,298,349,261,324
270,213,259,025,298,349,261,324
270,215,259,025,298,349,261,324
270,215,259,025,298,349,261,324
270,215,259,025,298,349,261,324
270,220,259,025,298,349,261,324
270,220,259,025,298,349,261,324
270,220,259,025,298,349,261,324
270,220,259,025,298,349,261,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,025,298,349,262,324
270,220,259,026,298,349,262,324
270,220,259,026,298,349,262,324
270,232,259,026,298,349,262,324
270,233,259,026,298,349,262,324
270,234,259,026,298,349,262,324
270,234,259,026,298,349,262,324
270,234,259,026,298,349,262,324
270,234,259,026,298,349,262,324
270,234,259,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,349,262,324
270,234,260,026,298,350,262,324
270,234,260,026,298,350,262,324
270,234,260,026,298,350,263,324
270,234,260,026,298,350,263,324
270,234,260,027,298,350,263,324
270,234,260,027,300,350,263,324
270,234,260,027,300,350,263,324
270,236,260,027,300,350,264,324
270,242,260,027,300,350,264,324
270,245,260,027,300,350,264,324
270,245,260,027,300,350,264,324
270,245,260,027,300,350,264,324
270,248,260,027,300,350,264,324
270,248,260,027,300,350,264,324
270,249,261,027,300,350,264,324
270,249,261,027,300,350,264,324
270,253,261,027,302,350,264,324
270,255,261,027,302,350,264,324
270,255,261,027,302,350,264,324
270,255,261,027,302,350,264,324
270,255,261,027,302,350,264,324
270,256,261,027,302,350,264,324
270,256,261,027,302,350,264,324
270,263,261,027,302,350,264,324
270,265,261,027,302,350,264,324
270,,261,027,302,350,264,324
,,261,027,302,350,264,324
,,261,027,302,350,264,324
,,261,027,302,,264,324
,,261,027,302,,264,324
,,261,027,302,,264,324
,,261,027,302,,264,324
,,261,027,302,,264,324
,,261,027,302,,265,324
,,261,027,302,,265,324
,,261,027,302,,265,324
,,261,027,302,,265,324
,,261,027,302,,265,324
,,261,027,302,,265,325
,,261,028,302,,265,325
,,261,028,302,,265,325
,,261,028,302,,265,325
,,261,028,302,,265,325
,,261,028,302,,265,325
,,261,028,302,,265,325
,,261,028,302,,265,325
,,261,028,302,,265,325
,,261,028,302,,265,325
,,263,028,302,,265,325
,,263,028,302,,265,325
,,263,028,302,,265,325
,,265,028,302,,265,325
,,265,028,302,,265,325
,,265,028,302,,265,325
,,265,028,302,,265,325
,,265,028,302,,265,325
,,265,028,302,,265,325
,,265,028,302,,265,325
,,265,028,302,,265,325
,,265,028,302,,265,325
,,265,028,302,,265,325
,,265,028,304,,265,325
,,265,028,304,,265,325
,,265,028,304,,265,325
,,265,028,304,,265,325
,,265,028,305,,265,325
,,265,028,305,,265,325
,,265,028,305,,265,325
,,265,028,305,,265,325
,,266,028,305,,265,325
,,266,028,305,,265,325
,,266,028,305,,265,325
,,266,028,305,,265,326
,,266,028,305,,265,326
,,266,028,305,,265,326
,,266,028,305,,265,326
,,266,028,307,,265,326
,,266,028,307,,265,326
,,266,028,307,,265,326
,,266,028,307,,265,326
,,266,028,307,,265,326
,,266,028,307,,265,326
,,266,028,307,,265,326
,,266,028,307,,266,326
,,266,028,307,,266,326
,,266,028,307,,266,326
,,266,028,307,,266,327
,,266,028,307,,266,327
,,266,028,307,,266,327
,,266,028,307,,266,327
,,266,028,307,,266,327
,,266,028,307,,266,327
,,266,028,307,,266,327
,,266,028,307,,266,328
,,266,028,307,,266,328
,,266,028,307,,266,328
,,266,028,307,,266,328
,,266,028,307,,266,328
,,269,028,307,,266,328
,,269,028,307,,266,328
,,269,028,307,,266,328
,,269,028,307,,266,328
,,269,028,307,,266,328
,,269,028,307,,266,328
,,269,028,308,,266,328
,,269,028,308,,266,328
,,269,028,308,,266,328
,,269,028,308,,266,328
,,270,028,308,,266,328
,,270,028,308,,266,328
,,271,028,308,,266,328
,,271,028,308,,266,328
,,271,028,308,,266,328
,,272,028,308,,266,328
,,273,028,308,,266,328
,,273,028,310,,266,328
,,273,028,310,,266,328
,,273,028,310,,266,328
,,274,028,310,,266,328
,,274,029,312,,266,328
,,281,029,312,,266,328
,,281,029,312,,266,328
,,281,029,312,,266,328
,,284,029,312,,266,328
,,284,029,312,,266,328
,,285,029,312,,267,328
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,312,,267,329
,,,029,313,,267,329
,,,029,313,,267,329
,,,029,313,,267,330
,,,029,314,,267,330
,,,029,314,,267,330
,,,029,317,,267,330
,,,029,317,,267,330
,,,029,317,,267,330
,,,029,317,,267,330
,,,029,317,,267,330
,,,029,317,,267,330
,,,029,317,,267,330
,,,029,318,,267,332
,,,029,318,,267,332
,,,029,318,,267,332
,,,029,318,,267,332
,,,029,318,,267,332
,,,029,318,,267,332
,,,029,318,,267,332
,,,029,318,,267,332
,,,029,318,,267,332
,,,029,318,,267,332
,,,029,318,,267,332
,,,029,318,,267,332
,,,029,319,,267,332
,,,029,320,,267,332
,,,029,320,,267,332
,,,029,320,,267,332
,,,029,320,,267,332
,,,029,320,,267,332
,,,029,320,,267,332
,,,029,322,,267,332
,,,029,324,,267,332
,,,029,324,,267,332
,,,029,324,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,330,,267,332
,,,029,333,,267,332
,,,029,335,,267,332
,,,029,336,,267,332
,,,029,336,,267,332
,,,029,338,,267,332
,,,029,338,,267,332
,,,029,338,,267,332
,,,029,339,,267,333
,,,029,339,,267,333
,,,029,340,,267,333
,,,029,340,,267,333
,,,029,340,,267,333
,,,029,340,,267,333
,,,029,340,,267,333
,,,029,340,,267,333
,,,029,340,,267,333
,,,029,340,,267,333
,,,029,340,,267,333
,,,029,340,,267,333
,,,029,342,,267,333
,,,029,344,,267,333
,,,029,344,,267,333
,,,029,344,,267,333
,,,029,344,,267,333
,,,029,344,,267,333
,,,029,344,,267,333
,,,029,349,,268,333
,,,029,351,,268,333
,,,029,351,,268,333
,,,029,351,,268,333
,,,029,351,,268,333
,,,029,351,,269,333
,,,029,351,,269,333
,,,029,351,,269,333
,,,029,354,,269,333
,,,029,354,,269,333
,,,029,354,,269,333
,,,029,,,269,333
,,,029,,,269,333
,,,029,,,269,333
,,,029,,,269,333
,,,029,,,269,333
,,,030,,,269,333
,,,030,,,269,333
,,,030,,,270,333
,,,030,,,270,333
,,,030,,,270,333
,,,030,,,270,333
,,,030,,,270,333
,,,030,,,270,333
,,,030,,,270,333
,,,030,,,270,333
,,,030,,,270,333
,,,030,,,271,333
,,,030,,,271,333
,,,030,,,271,333
,,,030,,,271,333
,,,030,,,271,333
,,,030,,,271,333
,,,030,,,271,333
,,,030,,,271,333
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,030,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,031,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,032,,,271,334
,,,033,,,271,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,272,334
,,,033,,,273,334
,,,033,,,273,334
,,,033,,,273,335
,,,033,,,273,335
,,,033,,,273,335
,,,033,,,273,335
,,,033,,,273,335
,,,033,,,273,335
,,,033,,,273,335
,,,033,,,273,335
,,,033,,,273,335
,,,033,,,273,335
,,,033,,,273,335
,,,033,,,273,335
,,,033,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,273,335
,,,034,,,274,335
,,,034,,,274,335
,,,034,,,274,335
,,,034,,,274,335
,,,034,,,274,335
,,,034,,,274,335
,,,034,,,274,335
,,,035,,,274,335
,,,035,,,274,335
,,,035,,,274,335
,,,035,,,274,335
,,,035,,,274,335
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,035,,,274,336
,,,036,,,275,336
,,,036,,,275,337
,,,036,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,054,,,275,337
,,,341,,,275,337
,,,341,,,275,337
,,,341,,,275,337
,,,357,,,275,337
,,,357,,,275,337
,,,357,,,275,337
,,,358,,,275,337
,,,358,,,275,337
,,,358,,,275,337
,,,358,,,275,337
,,,360,,,275,338
,,,360,,,275,338
,,,360,,,275,338
,,,360,,,275,338
,,,360,,,275,338
,,,360,,,275,338
,,,360,,,275,338
,,,360,,,275,338
,,,360,,,275,338
,,,363,,,275,338
,,,363,,,275,338
,,,363,,,275,338
,,,364,,,275,338
,,,364,,,275,338
,,,364,,,275,338
,,,364,,,275,338
,,,364,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,275,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,338
,,,365,,,277,339
,,,365,,,277,339
,,,365,,,277,339
,,,365,,,277,339
,,,365,,,277,339
,,,365,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,277,339
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,278,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,279,340
,,,,,,280,340
,,,,,,280,340
,,,,,,280,340
,,,,,,280,340
,,,,,,280,340
,,,,,,280,340
,,,,,,280,340
,,,,,,280,340
,,,,,,280,340
,,,,,,280,340
,,,,,,280,340
,,,,,,280,340
,,,,,,280,341
,,,,,,280,341
,,,,,,280,341
,,,,,,280,341
,,,,,,280,341
,,,,,,280,341
,,,,,,280,341
,,,,,,280,341
,,,,,,280,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,341
,,,,,,281,342
,,,,,,281,342
,,,,,,281,342
,,,,,,281,342
,,,,,,281,342
,,,,,,281,342
,,,,,,281,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,282,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,342
,,,,,,283,343
,,,,,,283,343
,,,,,,283,343
,,,,,,283,343
,,,,,,283,343
,,,,,,283,343
,,,,,,283,343
,,,,,,283,343
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,344
,,,,,,283,345
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,283,346
,,,,,,284,346
,,,,,,284,346
,,,,,,284,346
,,,,,,284,346
,,,,,,284,346
,,,,,,284,346
,,,,,,284,346
,,,,,,284,346
,,,,,,284,346
,,,,,,284,347
,,,,,,284,347
,,,,,,284,347
,,,,,,284,347
,,,,,,284,347
,,,,,,284,347
,,,,,,284,347
,,,,,,284,348
,,,,,,284,348
,,,,,,284,348
,,,,,,284,348
,,,,,,284,348
,,,,,,284,348
,,,,,,284,348
,,,,,,284,348
,,,,,,284,348
,,,,,,284,348
,,,,,,284,348
,,,,,,284,348
,,,,,,284,349
,,,,,,284,349
,,,,,,284,349
,,,,,,284,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,349
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,350
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,285,351
,,,,,,286,351
,,,,,,286,351
,,,,,,286,351
,,,,,,286,351
,,,,,,286,351
,,,,,,286,351
,,,,,,286,351
,,,,,,286,351
,,,,,,286,351
,,,,,,287,351
,,,,,,287,351
,,,,,,287,351
,,,,,,287,351
,,,,,,287,351
,,,,,,287,351
,,,,,,287,351
,,,,,,287,351
,,,,,,287,351
