Hatchery Chum,Unknown Chum
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
319,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
320,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
321,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
322,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
323,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
324,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
325,
326,
326,
326,
326,
326,
326,
326,
326,
326,
326,
326,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
327,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
328,
329,
329,
329,
330,
330,
330,
330,
330,
330,
330,
330,
330,
330,
330,
330,
330,
330,
330,
330,
330,
331,
331,
331,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
332,
333,
333,
333,
333,
334,
334,
334,
334,
334,
334,
334,
334,
334,
334,
334,
334,
334,
334,
334,
334,
334,
334,
334,
335,
335,
335,
335,
335,
335,
335,
335,
335,
335,
335,
335,
335,
335,
335,
335,
335,
335,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
336,
337,
337,
337,
337,
338,
338,
339,
339,
340,
340,
340,
341,
341,
354,
354,
